id,time,score,city,nickname,gender,content
1038947834,2018-09-09 19:18,5.0,,,女性,好看好看好看好看
1038947833,2018-09-09 19:18,5.0,,,女性,很不错的电影，很喜欢
1038957527,2018-09-09 19:17,4.5,,,女性,电影挺好看的，尤其是屏幕够大
1038958385,2018-09-09 19:16,4.5,,,女性,挺好看。不心动
1038957504,2018-09-09 19:16,5.0,,,女性,感觉还可以的
1038958373,2018-09-09 19:16,5.0,,,男性,感觉这部电影就是映射人性
1038947790,2018-09-09 19:15,5.0,,,女性,好看，紫薯布丁
1038889185,2018-09-09 19:15,5.0,,,女性,没见过开始，还是买错了了票，哈哈哈哈
1038947789,2018-09-09 19:15,5.0,,,女性,看出了人性。
1038952038,2018-09-09 19:14,2.0,,,女性,看到睡着了，无语
1038957442,2018-09-09 19:14,5.0,,,男性,不错不错，很不错
1038957412,2018-09-09 19:13,5.0,,,女性,非常好，好，好
1038951296,2018-09-09 19:13,5.0,,,女性,经典影片，值得推荐
1038957396,2018-09-09 19:13,5.0,,,女性,好看 支持😊
1038957349,2018-09-09 19:11,0.5,,,女性,不好看，一点意思没有
1038957336,2018-09-09 19:11,0.5,,,女性,对不起给差评不是因为电影是因为我没法儿去看还不能退( ･᷄ὢ･᷅ )
1038957299,2018-09-09 19:09,4.0,,,女性,逻辑性比较强，有点无厘头，讽刺性也比较大
1038944988,2018-09-09 19:09,5.0,,,男性,很不错的电影
1038957276,2018-09-09 19:09,5.0,,,女性,一部直击人心的电影。
1038951222,2018-09-09 19:09,4.5,,,男性,有点意思的电影 不同寻常的思路 演员搭配也还不错 每个人的性格刻画的也都挺到位 黄渤可以是一个好的演员 也可以是个好导演
1038951196,2018-09-09 19:07,4.5,,,女性,好看，值得体验
1038957211,2018-09-09 19:06,5.0,,,女性,还不错，很喜欢黄渤
1038958077,2018-09-09 19:06,5.0,,,女性,很好，，，，
1038951181,2018-09-09 19:05,4.0,,,女性,支持渤哥！！
1038957166,2018-09-09 19:05,4.5,,,女性,看不懂就是瞎乐😂😂支持黄渤
1038958016,2018-09-09 19:04,5.0,,,男性,特别的漂流记
1038944915,2018-09-09 19:02,5.0,,,女性,呵呵嘿度还是
1038954866,2018-09-09 18:59,4.5,,,女性,我的凡凡是超级帅
1038954845,2018-09-09 18:58,5.0,,,女性,挺好看的希望大家去看
1038947587,2018-09-09 18:58,5.0,,,女性,好看好看好好看
1038944873,2018-09-09 18:58,5.0,,,女性,还不错   没有哲理
1038953936,2018-09-09 18:58,4.0,,,女性,还好吧，值得深思
1038954793,2018-09-09 18:57,3.5,,,女性,很现实，很残酷
1038947561,2018-09-09 18:57,5.0,,,女性,♡6、一出好戏
1038953890,2018-09-09 18:57,4.5,,,女性,喜欢 感觉不错
1038947555,2018-09-09 18:56,5.0,,,女性,好影片值得一看
1038953871,2018-09-09 18:56,4.0,,,女性,一部很现实的片子
1038947547,2018-09-09 18:56,4.5,,,女性,太棒了，都不想散场了
1038951067,2018-09-09 18:55,1.0,,,女性,我都没印象了
1038954729,2018-09-09 18:55,5.0,,,男性,很好看都去看看
1038951056,2018-09-09 18:55,4.5,,,男性,很好看，值得思考的一部电影
1038954675,2018-09-09 18:53,4.5,,,女性,喜欢 出乎意料的好
1038947497,2018-09-09 18:51,5.0,,,女性,不错，挺好看的。
1038954597,2018-09-09 18:50,5.0,,,男性,好看……………………
1038953659,2018-09-09 18:48,5.0,,,女性,好看的 好看哦
1038953634,2018-09-09 18:47,5.0,,,女性,张艺兴很帅啊啊啊！
1038954522,2018-09-09 18:47,5.0,,,女性,很幽默，很有意义！
1038954518,2018-09-09 18:47,1.0,,,女性,人性的讽刺，但太简单粗暴
1038947450,2018-09-09 18:46,5.0,,,女性,不错，黄渤的导演处女座，以后还会更好
1038947440,2018-09-09 18:46,5.0,,,女性,好看，真的好看。
1038947442,2018-09-09 18:46,5.0,,,女性,好看。。。。
1038947433,2018-09-09 18:45,5.0,,,女性,可以的还不错
1038943927,2018-09-09 18:44,4.5,,,男性,就是现实版的一场好戏
1038954452,2018-09-09 18:44,5.0,,,女性,整体挺好看，人性的弱点，看的很压抑
1038954448,2018-09-09 18:44,5.0,,,女性,小绵羊果然是演技派
1038944690,2018-09-09 18:43,5.0,,,女性,好看，搞笑的一群人
1038954437,2018-09-09 18:43,5.0,,,女性,不错呵呵呵呵
1038954427,2018-09-09 18:43,1.5,,,男性,想表达启发的东西和视听语言不成正比
1038944671,2018-09-09 18:41,5.0,,,女性,《一出好戏》真正可谓是一出好戏！
1038954331,2018-09-09 18:39,5.0,,,女性,艺兴的演技很棒，很有感觉！
1038954311,2018-09-09 18:39,0.5,,,女性,特别无聊，花了钱没看的好看的，好不爽。
1038947367,2018-09-09 18:38,5.0,,,女性,良心巨作！特别喜欢！每个人都演技爆棚！看完后更深刻的思考人生！
1038954277,2018-09-09 18:38,5.0,,,女性,好看极了，哈哈
1038944628,2018-09-09 18:38,5.0,,,女性,黄渤的处女座  但是特别的好看  完胜在8.10这一天一同上映的电影  最洗脑就算最好舞台  但这歌还挺好听的哈哈哈哈    好评   满分   棒棒棒 👏👏👏
1038943814,2018-09-09 18:37,5.0,,,女性,感觉，还可以吧
1038953287,2018-09-09 18:35,4.0,,,女性,一般般，故事情节不是很好！逻辑性不强
1038954189,2018-09-09 18:34,5.0,,,女性,支持我们小兴😄😄
1038953245,2018-09-09 18:33,5.0,,,女性,影片挺好看的
1038889118,2018-09-09 18:32,4.0,,,女性,还不错，很有启迪性
1038953198,2018-09-09 18:32,5.0,,,女性,还行吧。。。
1038954097,2018-09-09 18:31,5.0,,,女性,很不错的一个电影。完美的体现了人性
1038954066,2018-09-09 18:30,5.0,,,女性,好看的不得浪的
1038954029,2018-09-09 18:29,4.0,,,男性,挺好的，不错，可以了还行吧
1038944510,2018-09-09 18:29,5.0,,,女性,好！演技不错 剧情不错
1038953087,2018-09-09 18:28,3.5,,,女性,导演处女作来说 是个很不错的电影了。如果导演能在故事节奏上再深入紧凑些 会更好
